"Time","Amplitude"
"0d 00:00:13.766","-1.602215E-3"
"0d 00:00:13.767","-1.626014E-3"
"0d 00:00:13.768","-1.632681E-3"
"0d 00:00:13.769","-1.540354E-3"
"0d 00:00:13.770","-1.253838E-3"
"0d 00:00:13.771","-795.073274E-6"
"0d 00:00:13.772","-318.164340E-6"
"0d 00:00:13.773","41.774893E-6"
"0d 00:00:13.774","273.520060E-6"
"0d 00:00:13.775","483.407251E-6"
"0d 00:00:13.776","728.149051E-6"
"0d 00:00:13.777","915.418724E-6"
"0d 00:00:13.778","965.126628E-6"
"0d 00:00:13.779","937.951849E-6"
"0d 00:00:13.780","938.795786E-6"
"0d 00:00:13.781","952.467569E-6"
"0d 00:00:13.782","858.284173E-6"
"0d 00:00:13.783","599.701803E-6"
"0d 00:00:13.784","244.573012E-6"
"0d 00:00:13.785","-54.771527E-6"
"0d 00:00:13.786","-164.820943E-6"
"0d 00:00:13.787","-84.478118E-6"
"0d 00:00:13.788","132.076178E-6"
"0d 00:00:13.789","429.142087E-6"
"0d 00:00:13.790","666.372845E-6"
"0d 00:00:13.791","689.749906E-6"
"0d 00:00:13.792","457.498378E-6"
"0d 00:00:13.793","78.992526E-6"
"0d 00:00:13.794","-241.197263E-6"
"0d 00:00:13.795","-381.965995E-6"
"0d 00:00:13.796","-373.864197E-6"
"0d 00:00:13.797","-323.143569E-6"
"0d 00:00:13.798","-304.745737E-6"
"0d 00:00:13.799","-263.814781E-6"
"0d 00:00:13.800","-96.715208E-6"
"0d 00:00:13.801","222.124282E-6"
"0d 00:00:13.802","626.792188E-6"
"0d 00:00:13.803","990.107170E-6"
"0d 00:00:13.804","1.227591E-3"
"0d 00:00:13.805","1.377306E-3"
"0d 00:00:13.806","1.534700E-3"
"0d 00:00:13.807","1.728890E-3"
"0d 00:00:13.808","1.876157E-3"
"0d 00:00:13.809","1.844762E-3"
"0d 00:00:13.810","1.605422E-3"
"0d 00:00:13.811","1.304558E-3"
"0d 00:00:13.812","1.109102E-3"
"0d 00:00:13.813","1.068509E-3"
"0d 00:00:13.814","1.133492E-3"
"0d 00:00:13.815","1.189783E-3"
"0d 00:00:13.816","1.160582E-3"
"0d 00:00:13.817","1.065977E-3"
"0d 00:00:13.818","946.391221E-6"
"0d 00:00:13.819","862.757041E-6"
"0d 00:00:13.820","873.390650E-6"
"0d 00:00:13.821","942.424716E-6"
"0d 00:00:13.822","959.219067E-6"
"0d 00:00:13.823","810.939294E-6"
"0d 00:00:13.824","510.497637E-6"
"0d 00:00:13.825","239.678176E-6"
"0d 00:00:13.826","152.161884E-6"
"0d 00:00:13.827","224.656093E-6"
"0d 00:00:13.828","297.741058E-6"
"0d 00:00:13.829","234.445765E-6"
"0d 00:00:13.830","79.667675E-6"
"0d 00:00:13.831","-3.544536E-6"
"0d 00:00:13.832","69.793610E-6"
"0d 00:00:13.833","237.483939E-6"
"0d 00:00:13.834","365.678006E-6"
"0d 00:00:13.835","365.087250E-6"
"0d 00:00:13.836","270.819460E-6"
"0d 00:00:13.837","204.570387E-6"
"0d 00:00:13.838","226.681543E-6"
"0d 00:00:13.839","260.354639E-6"
"0d 00:00:13.840","168.365479E-6"
"0d 00:00:13.841","-123.468018E-6"
"0d 00:00:13.842","-540.541802E-6"
"0d 00:00:13.843","-907.907683E-6"
"0d 00:00:13.844","-1.111719E-3"
"0d 00:00:13.845","-1.159654E-3"
"0d 00:00:13.846","-1.121171E-3"
"0d 00:00:13.847","-1.118470E-3"
"0d 00:00:13.848","-1.255863E-3"
"0d 00:00:13.849","-1.480435E-3"
"0d 00:00:13.850","-1.617406E-3"
"0d 00:00:13.851","-1.550397E-3"
"0d 00:00:13.852","-1.354604E-3"
"0d 00:00:13.853","-1.232739E-3"
"0d 00:00:13.854","-1.301267E-3"
"0d 00:00:13.855","-1.477143E-3"
"0d 00:00:13.856","-1.570398E-3"
"0d 00:00:13.857","-1.474949E-3"
"0d 00:00:13.858","-1.267425E-3"
"0d 00:00:13.859","-1.145645E-3"
"0d 00:00:13.860","-1.265315E-3"
"0d 00:00:13.861","-1.586349E-3"
"0d 00:00:13.862","-1.913796E-3"
"0d 00:00:13.863","-2.080221E-3"
"0d 00:00:13.864","-2.053215E-3"
"0d 00:00:13.865","-1.965277E-3"
"0d 00:00:13.866","-2.021483E-3"
"0d 00:00:13.867","-2.270191E-3"
"0d 00:00:13.868","-2.518815E-3"
"0d 00:00:13.869","-2.502611E-3"
"0d 00:00:13.870","-2.120308E-3"
"0d 00:00:13.871","-1.562297E-3"
"0d 00:00:13.872","-1.163199E-3"
"0d 00:00:13.873","-1.114672E-3"
"0d 00:00:13.874","-1.342282E-3"
"0d 00:00:13.875","-1.568120E-3"
"0d 00:00:13.876","-1.525923E-3"
"0d 00:00:13.877","-1.195606E-3"
"0d 00:00:13.878","-802.246740E-6"
"0d 00:00:13.879","-592.528336E-6"
"0d 00:00:13.880","-605.609363E-6"
"0d 00:00:13.881","-659.283772E-6"
"0d 00:00:13.882","-531.427280E-6"
"0d 00:00:13.883","-164.314581E-6"
"0d 00:00:13.884","266.262199E-6"
"0d 00:00:13.885","527.123200E-6"
"0d 00:00:13.886","553.876011E-6"
"0d 00:00:13.887","504.252501E-6"
"0d 00:00:13.888","604.259064E-6"
"0d 00:00:13.889","920.229167E-6"
"0d 00:00:13.890","1.295106E-3"
"0d 00:00:13.891","1.487946E-3"
"0d 00:00:13.892","1.385070E-3"
"0d 00:00:13.893","1.115769E-3"
"0d 00:00:13.894","945.125315E-6"
"0d 00:00:13.895","1.036693E-3"
"0d 00:00:13.896","1.305655E-3"
"0d 00:00:13.897","1.484823E-3"
"0d 00:00:13.898","1.348443E-3"
"0d 00:00:13.899","903.941178E-6"
"0d 00:00:13.900","414.626366E-6"
"0d 00:00:13.901","211.997035E-6"
"0d 00:00:13.902","394.962628E-6"
"0d 00:00:13.903","747.306426E-6"
"0d 00:00:13.904","957.193618E-6"
"0d 00:00:13.905","914.912362E-6"
"0d 00:00:13.906","842.924515E-6"
"0d 00:00:13.907","1.063530E-3"
"0d 00:00:13.908","1.642555E-3"
"0d 00:00:13.909","2.301670E-3"
"0d 00:00:13.910","2.630046E-3"
"0d 00:00:13.911","2.442101E-3"
"0d 00:00:13.912","1.942912E-3"
"0d 00:00:13.913","1.547021E-3"
"0d 00:00:13.914","1.534784E-3"
"0d 00:00:13.915","1.776150E-3"
"0d 00:00:13.916","1.853455E-3"
"0d 00:00:13.917","1.495794E-3"
"0d 00:00:13.918","843.430878E-6"
"0d 00:00:13.919","327.363255E-6"
"0d 00:00:13.920","265.671443E-6"
"0d 00:00:13.921","592.190761E-6"
"0d 00:00:13.922","936.432762E-6"
"0d 00:00:13.923","907.401320E-6"
"0d 00:00:13.924","430.492386E-6"
"0d 00:00:13.925","-170.728504E-6"
"0d 00:00:13.926","-454.797779E-6"
"0d 00:00:13.927","-245.501343E-6"
"0d 00:00:13.928","209.634010E-6"
"0d 00:00:13.929","485.010732E-6"
"0d 00:00:13.930","370.404055E-6"
"0d 00:00:13.931","36.120514E-6"
"0d 00:00:13.932","-119.754694E-6"
"0d 00:00:13.933","164.230187E-6"
"0d 00:00:13.934","721.650734E-6"
"0d 00:00:13.935","1.080662E-3"
"0d 00:00:13.936","893.560750E-6"
"0d 00:00:13.937","241.619232E-6"
"0d 00:00:13.938","-416.229847E-6"
"0d 00:00:13.939","-627.214157E-6"
"0d 00:00:13.940","-352.259404E-6"
"0d 00:00:13.941","-6.245136E-6"
"0d 00:00:13.942","-106.589273E-6"
"0d 00:00:13.943","-814.990193E-6"
"0d 00:00:13.944","-1.754377E-3"
"0d 00:00:13.945","-2.319308E-3"
"0d 00:00:13.946","-2.179215E-3"
"0d 00:00:13.947","-1.580441E-3"
"0d 00:00:13.948","-1.177461E-3"
"0d 00:00:13.949","-1.417730E-3"
"0d 00:00:13.950","-2.119633E-3"
"0d 00:00:13.951","-2.633844E-3"
"0d 00:00:13.952","-2.404546E-3"
"0d 00:00:13.953","-1.505668E-3"
"0d 00:00:13.954","-616.749335E-6"
"0d 00:00:13.955","-402.389276E-6"
"0d 00:00:13.956","-898.708767E-6"
"0d 00:00:13.957","-1.505668E-3"
"0d 00:00:13.958","-1.539510E-3"
"0d 00:00:13.959","-848.241320E-6"
"0d 00:00:13.960","23.461455E-6"
"0d 00:00:13.961","364.158919E-6"
"0d 00:00:13.962","-32.575977E-6"
"0d 00:00:13.963","-734.225399E-6"
"0d 00:00:13.964","-1.041081E-3"
"0d 00:00:13.965","-590.840462E-6"
"0d 00:00:13.966","262.886450E-6"
"0d 00:00:13.967","756.336555E-6"
"0d 00:00:13.968","435.302828E-6"
"0d 00:00:13.969","-382.978720E-6"
"0d 00:00:13.970","-852.292219E-6"
"0d 00:00:13.971","-373.357835E-6"
"0d 00:00:13.972","822.332447E-6"
"0d 00:00:13.973","1.814127E-3"
"0d 00:00:13.974","1.758006E-3"
"0d 00:00:13.975","644.852445E-6"
"0d 00:00:13.976","-642.067452E-6"
"0d 00:00:13.977","-1.070619E-3"
"0d 00:00:13.978","-358.420146E-6"
"0d 00:00:13.979","785.621177E-6"
"0d 00:00:13.980","1.302448E-3"
"0d 00:00:13.981","729.246169E-6"
"0d 00:00:13.982","-393.781116E-6"
"0d 00:00:13.983","-1.002597E-3"
"0d 00:00:13.984","-481.888164E-6"
"0d 00:00:13.985","755.998980E-6"
"0d 00:00:13.986","1.623398E-3"
"0d 00:00:13.987","1.325319E-3"
"0d 00:00:13.988","125.746649E-6"
"0d 00:00:13.989","-854.402062E-6"
"0d 00:00:13.990","-659.705741E-6"
"0d 00:00:13.991","621.812958E-6"
"0d 00:00:13.992","1.898268E-3"
"0d 00:00:13.993","2.061823E-3"
"0d 00:00:13.994","1.013400E-3"
"0d 00:00:13.995","-240.522113E-6"
"0d 00:00:13.996","-439.860090E-6"
"0d 00:00:13.997","767.645314E-6"
"0d 00:00:13.998","2.390959E-3"
"0d 00:00:13.999","2.978592E-3"
"0d 00:00:14.000","1.982915E-3"
"0d 00:00:14.001","275.714296E-6"
"0d 00:00:14.002","-635.315954E-6"
"0d 00:00:14.003","18.566619E-6"
"0d 00:00:14.004","1.559765E-3"
"0d 00:00:14.005","2.484382E-3"
"0d 00:00:14.006","1.832863E-3"
"0d 00:00:14.007","49.539116E-6"
"0d 00:00:14.008","-1.389121E-3"
"0d 00:00:14.009","-1.270632E-3"
"0d 00:00:14.010","214.444453E-6"
"0d 00:00:14.011","1.621372E-3"
"0d 00:00:14.012","1.561790E-3"
"0d 00:00:14.013","-55.868645E-6"
"0d 00:00:14.014","-1.887972E-3"
"0d 00:00:14.015","-2.298547E-3"
"0d 00:00:14.016","-887.315614E-6"
"0d 00:00:14.017","1.073151E-3"
"0d 00:00:14.018","1.806616E-3"
"0d 00:00:14.019","667.469963E-6"
"0d 00:00:14.020","-1.288777E-3"
"0d 00:00:14.021","-2.250865E-3"
"0d 00:00:14.022","-1.260505E-3"
"0d 00:00:14.023","864.107340E-6"
"0d 00:00:14.024","2.214069E-3"
"0d 00:00:14.025","1.557571E-3"
"0d 00:00:14.026","-557.673728E-6"
"0d 00:00:14.027","-2.277111E-3"
"0d 00:00:14.028","-2.053890E-3"
"0d 00:00:14.029","-115.619402E-6"
"0d 00:00:14.030","1.706610E-3"
"0d 00:00:14.031","1.672008E-3"
"0d 00:00:14.032","-299.428933E-6"
"0d 00:00:14.033","-2.514173E-3"
"0d 00:00:14.034","-2.992433E-3"
"0d 00:00:14.035","-1.292743E-3"
"0d 00:00:14.036","1.055090E-3"
"0d 00:00:14.037","1.932110E-3"
"0d 00:00:14.038","558.602059E-6"
"0d 00:00:14.039","-1.780961E-3"
"0d 00:00:14.040","-2.894958E-3"
"0d 00:00:14.041","-1.701799E-3"
"0d 00:00:14.042","737.432360E-6"
"0d 00:00:14.043","2.153053E-3"
"0d 00:00:14.044","1.146573E-3"
"0d 00:00:14.045","-1.491743E-3"
"0d 00:00:14.046","-3.445711E-3"
"0d 00:00:14.047","-2.940277E-3"
"0d 00:00:14.048","-405.511844E-6"
"0d 00:00:14.049","1.843243E-3"
"0d 00:00:14.050","1.701546E-3"
"0d 00:00:14.051","-786.043145E-6"
"0d 00:00:14.052","-3.415498E-3"
"0d 00:00:14.053","-3.813415E-3"
"0d 00:00:14.054","-1.637913E-3"
"0d 00:00:14.055","1.101001E-3"
"0d 00:00:14.056","1.903247E-3"
"0d 00:00:14.057","48.863966E-6"
"0d 00:00:14.058","-2.769296E-3"
"0d 00:00:14.059","-3.926502E-3"
"0d 00:00:14.060","-2.234661E-3"
"0d 00:00:14.061","877.779123E-6"
"0d 00:00:14.062","2.631987E-3"
"0d 00:00:14.063","1.472080E-3"
"0d 00:00:14.064","-1.515627E-3"
"0d 00:00:14.065","-3.569601E-3"
"0d 00:00:14.066","-2.727268E-3"
"0d 00:00:14.067","328.122799E-6"
"0d 00:00:14.068","2.846178E-3"
"0d 00:00:14.069","2.565400E-3"
"0d 00:00:14.070","-224.318518E-6"
"0d 00:00:14.071","-2.942050E-3"
"0d 00:00:14.072","-3.007370E-3"
"0d 00:00:14.073","-223.221400E-6"
"0d 00:00:14.074","2.965933E-3"
"0d 00:00:14.075","3.716531E-3"
"0d 00:00:14.076","1.390471E-3"
"0d 00:00:14.077","-1.866367E-3"
"0d 00:00:14.078","-3.011506E-3"
"0d 00:00:14.079","-885.965315E-6"
"0d 00:00:14.080","2.648106E-3"
"0d 00:00:14.081","4.429489E-3"
"0d 00:00:14.082","2.882046E-3"
"0d 00:00:14.083","-592.359549E-6"
"0d 00:00:14.084","-2.821535E-3"
"0d 00:00:14.085","-1.732097E-3"
"0d 00:00:14.086","1.678676E-3"
"0d 00:00:14.087","4.262727E-3"
"0d 00:00:14.088","3.644627E-3"
"0d 00:00:14.089","361.964682E-6"
"0d 00:00:14.090","-2.604222E-3"
"0d 00:00:14.091","-2.487927E-3"
"0d 00:00:14.092","682.238865E-6"
"0d 00:00:14.093","4.062798E-3"
"0d 00:00:14.094","4.631106E-3"
"0d 00:00:14.095","1.912868E-3"
"0d 00:00:14.096","-1.602890E-3"
"0d 00:00:14.097","-2.664647E-3"
"0d 00:00:14.098","-258.160402E-6"
"0d 00:00:14.099","3.364947E-3"
"0d 00:00:14.100","4.783521E-3"
"0d 00:00:14.101","2.599664E-3"
"0d 00:00:14.102","-1.325403E-3"
"0d 00:00:14.103","-3.523185E-3"
"0d 00:00:14.104","-2.013297E-3"
"0d 00:00:14.105","1.817588E-3"
"0d 00:00:14.106","4.446283E-3"
"0d 00:00:14.107","3.464025E-3"
"0d 00:00:14.108","-260.270245E-6"
"0d 00:00:14.109","-3.365031E-3"
"0d 00:00:14.110","-2.988297E-3"
"0d 00:00:14.111","550.415868E-6"
"0d 00:00:14.112","3.956293E-3"
"0d 00:00:14.113","4.058916E-3"
"0d 00:00:14.114","726.629964E-6"
"0d 00:00:14.115","-3.069062E-3"
"0d 00:00:14.116","-3.899412E-3"
"0d 00:00:14.117","-991.626257E-6"
"0d 00:00:14.118","2.992179E-3"
"0d 00:00:14.119","4.405859E-3"
"0d 00:00:14.120","1.989329E-3"
"0d 00:00:14.121","-2.015913E-3"
"0d 00:00:14.122","-3.870296E-3"
"0d 00:00:14.123","-1.717919E-3"
"0d 00:00:14.124","2.599242E-3"
"0d 00:00:14.125","5.192999E-3"
"0d 00:00:14.126","3.729696E-3"
"0d 00:00:14.127","-502.142658E-6"
"0d 00:00:14.128","-3.763201E-3"
"0d 00:00:14.129","-3.194978E-3"
"0d 00:00:14.130","519.949734E-6"
"0d 00:00:14.131","3.768264E-3"
"0d 00:00:14.132","3.414570E-3"
"0d 00:00:14.133","-330.654611E-6"
"0d 00:00:14.134","-4.121368E-3"
"0d 00:00:14.135","-4.467635E-3"
"0d 00:00:14.136","-953.564688E-6"
"0d 00:00:14.137","3.276924E-3"
"0d 00:00:14.138","4.379190E-3"
"0d 00:00:14.139","1.323800E-3"
"0d 00:00:14.140","-3.187551E-3"
"0d 00:00:14.141","-5.135105E-3"
"0d 00:00:14.142","-2.811999E-3"
"0d 00:00:14.143","1.547950E-3"
"0d 00:00:14.144","3.858903E-3"
"0d 00:00:14.145","2.024268E-3"
"0d 00:00:14.146","-2.217445E-3"
"0d 00:00:14.147","-4.888253E-3"
"0d 00:00:14.148","-3.380728E-3"
"0d 00:00:14.149","1.022852E-3"
"0d 00:00:14.150","4.308722E-3"
"0d 00:00:14.151","3.487571E-3"
"0d 00:00:14.152","-731.102831E-6"
"0d 00:00:14.153","-4.595069E-3"
"0d 00:00:14.154","-4.621738E-3"
"0d 00:00:14.155","-815.665343E-6"
"0d 00:00:14.156","3.235318E-3"
"0d 00:00:14.157","3.719653E-3"
"0d 00:00:14.158","113.003196E-6"
"0d 00:00:14.159","-4.404593E-3"
"0d 00:00:14.160","-5.771856E-3"
"0d 00:00:14.161","-2.740517E-3"
"0d 00:00:14.162","1.880377E-3"
"0d 00:00:14.163","3.823036E-3"
"0d 00:00:14.164","1.298229E-3"
"0d 00:00:14.165","-3.435162E-3"
"0d 00:00:14.166","-6.113144E-3"
"0d 00:00:14.167","-4.315642E-3"
"0d 00:00:14.168","268.709617E-6"
"0d 00:00:14.169","3.383513E-3"
"0d 00:00:14.170","2.162589E-3"
"0d 00:00:14.171","-2.263355E-3"
"0d 00:00:14.172","-5.787131E-3"
"0d 00:00:14.173","-4.997206E-3"
"0d 00:00:14.174","-377.408734E-6"
"0d 00:00:14.175","4.067187E-3"
"0d 00:00:14.176","4.560637E-3"
"0d 00:00:14.177","940.061692E-6"
"0d 00:00:14.178","-3.286629E-3"
"0d 00:00:14.179","-4.055625E-3"
"0d 00:00:14.180","-494.462829E-6"
"0d 00:00:14.181","4.176730E-3"
"0d 00:00:14.182","5.696914E-3"
"0d 00:00:14.183","2.695282E-3"
"0d 00:00:14.184","-2.140731E-3"
"0d 00:00:14.185","-4.410247E-3"
"0d 00:00:14.186","-1.946626E-3"
"0d 00:00:14.187","3.056741E-3"
"0d 00:00:14.188","6.027991E-3"
"0d 00:00:14.189","4.303742E-3"
"0d 00:00:14.190","-507.628250E-6"
"0d 00:00:14.191","-4.049802E-3"
"0d 00:00:14.192","-3.085857E-3"
"0d 00:00:14.193","1.499170E-3"
"0d 00:00:14.194","5.465928E-3"
"0d 00:00:14.195","5.214013E-3"
"0d 00:00:14.196","1.018717E-3"
"0d 00:00:14.197","-3.277599E-3"
"0d 00:00:14.198","-3.672562E-3"
"0d 00:00:14.199","284.069275E-6"
"0d 00:00:14.200","4.975516E-3"
"0d 00:00:14.201","6.124790E-3"
"0d 00:00:14.202","2.712836E-3"
"0d 00:00:14.203","-2.203858E-3"
"0d 00:00:14.204","-4.196394E-3"
"0d 00:00:14.205","-1.477059E-3"
"0d 00:00:14.206","3.334987E-3"
"0d 00:00:14.207","5.673115E-3"
"0d 00:00:14.208","3.265700E-3"
"0d 00:00:14.209","-1.861810E-3"
"0d 00:00:14.210","-5.171901E-3"
"0d 00:00:14.211","-3.691213E-3"
"0d 00:00:14.212","1.176533E-3"
"0d 00:00:14.213","4.910111E-3"
"0d 00:00:14.214","4.089973E-3"
"0d 00:00:14.215","-532.693186E-6"
"0d 00:00:14.216","-4.796770E-3"
"0d 00:00:14.217","-4.824367E-3"
"0d 00:00:14.218","-567.210219E-6"
"0d 00:00:14.219","4.048536E-3"
"0d 00:00:14.220","4.815506E-3"
"0d 00:00:14.221","1.113575E-3"
"0d 00:00:14.222","-3.629858E-3"
"0d 00:00:14.223","-4.992733E-3"
"0d 00:00:14.224","-1.599261E-3"
"0d 00:00:14.225","3.482085E-3"
"0d 00:00:14.226","5.584417E-3"
"0d 00:00:14.227","2.776300E-3"
"0d 00:00:14.228","-2.435518E-3"
"0d 00:00:14.229","-5.381366E-3"
"0d 00:00:14.230","-3.423853E-3"
"0d 00:00:14.231","1.551663E-3"
"0d 00:00:14.232","4.850192E-3"
"0d 00:00:14.233","3.394400E-3"
"0d 00:00:14.234","-1.539848E-3"
"0d 00:00:14.235","-5.559605E-3"
"0d 00:00:14.236","-5.034170E-3"
"0d 00:00:14.237","-444.839319E-6"
"0d 00:00:14.238","3.981612E-3"
"0d 00:00:14.239","4.216817E-3"
"0d 00:00:14.240","91.904765E-6"
"0d 00:00:14.241","-4.624607E-3"
"0d 00:00:14.242","-5.588130E-3"
"0d 00:00:14.243","-1.847716E-3"
"0d 00:00:14.244","3.148899E-3"
"0d 00:00:14.245","4.817194E-3"
"0d 00:00:14.246","1.704669E-3"
"0d 00:00:14.247","-3.331611E-3"
"0d 00:00:14.248","-5.655139E-3"
"0d 00:00:14.249","-3.050749E-3"
"0d 00:00:14.250","2.102332E-3"
"0d 00:00:14.251","5.093921E-3"
"0d 00:00:14.252","3.235318E-3"
"0d 00:00:14.253","-1.771087E-3"
"0d 00:00:14.254","-5.298660E-3"
"0d 00:00:14.255","-3.961695E-3"
"0d 00:00:14.256","1.185647E-3"
"0d 00:00:14.257","5.558930E-3"
"0d 00:00:14.258","5.299166E-3"
"0d 00:00:14.259","786.043145E-6"
"0d 00:00:14.260","-3.796620E-3"
"0d 00:00:14.261","-4.231333E-3"
"0d 00:00:14.262","-122.708475E-6"
"0d 00:00:14.263","4.665707E-3"
"0d 00:00:14.264","5.664760E-3"
"0d 00:00:14.265","1.895989E-3"
"0d 00:00:14.266","-3.347477E-3"
"0d 00:00:14.267","-5.396135E-3"
"0d 00:00:14.268","-2.424463E-3"
"0d 00:00:14.269","2.758324E-3"
"0d 00:00:14.270","5.311403E-3"
"0d 00:00:14.271","2.873775E-3"
"0d 00:00:14.272","-2.345386E-3"
"0d 00:00:14.273","-5.600452E-3"
"0d 00:00:14.274","-3.879664E-3"
"0d 00:00:14.275","1.252656E-3"
"0d 00:00:14.276","5.062020E-3"
"0d 00:00:14.277","4.108118E-3"
"0d 00:00:14.278","-681.816896E-6"
"0d 00:00:14.279","-4.940240E-3"
"0d 00:00:14.280","-4.729677E-3"
"0d 00:00:14.281","-195.371471E-6"
"0d 00:00:14.282","4.460293E-3"
"0d 00:00:14.283","4.938636E-3"
"0d 00:00:14.284","779.882404E-6"
"0d 00:00:14.285","-4.284501E-3"
"0d 00:00:14.286","-5.624082E-3"
"0d 00:00:14.287","-1.952449E-3"
"0d 00:00:14.288","3.369588E-3"
"0d 00:00:14.289","5.500783E-3"
"0d 00:00:14.290","2.601859E-3"
"0d 00:00:14.291","-2.621353E-3"
"0d 00:00:14.292","-5.355710E-3"
"0d 00:00:14.293","-3.006273E-3"
"0d 00:00:14.294","2.318549E-3"
"0d 00:00:14.295","5.756580E-3"
"0d 00:00:14.296","4.241122E-3"
"0d 00:00:14.297","-790.431619E-6"
"0d 00:00:14.298","-4.741239E-3"
"0d 00:00:14.299","-3.956462E-3"
"0d 00:00:14.300","870.943232E-6"
"0d 00:00:14.301","5.269460E-3"
"0d 00:00:14.302","5.201860E-3"
"0d 00:00:14.303","754.648680E-6"
"0d 00:00:14.304","-4.039674E-3"
"0d 00:00:14.305","-4.801159E-3"
"0d 00:00:14.306","-823.176384E-6"
"0d 00:00:14.307","4.149724E-3"
"0d 00:00:14.308","5.458164E-3"
"0d 00:00:14.309","1.841555E-3"
"0d 00:00:14.310","-3.515083E-3"
"0d 00:00:14.311","-5.813377E-3"
"0d 00:00:14.312","-2.986441E-3"
"0d 00:00:14.313","2.312979E-3"
"0d 00:00:14.314","5.170382E-3"
"0d 00:00:14.315","2.943737E-3"
"0d 00:00:14.316","-2.383448E-3"
"0d 00:00:14.317","-6.001153E-3"
"0d 00:00:14.318","-4.607560E-3"
"0d 00:00:14.319","516.573985E-6"
"0d 00:00:14.320","4.649757E-3"
"0d 00:00:14.321","4.047861E-3"
"0d 00:00:14.322","-653.713786E-6"
"0d 00:00:14.323","-5.082781E-3"
"0d 00:00:14.324","-5.075607E-3"
"0d 00:00:14.325","-551.597380E-6"
"0d 00:00:14.326","4.340032E-3"
"0d 00:00:14.327","5.135696E-3"
"0d 00:00:14.328","1.170119E-3"
"0d 00:00:14.329","-3.911312E-3"
"0d 00:00:14.330","-5.413689E-3"
"0d 00:00:14.331","-1.844256E-3"
"0d 00:00:14.332","3.564707E-3"
"0d 00:00:14.333","5.866292E-3"
"0d 00:00:14.334","3.050242E-3"
"0d 00:00:14.335","-2.257617E-3"
"0d 00:00:14.336","-5.165487E-3"
"0d 00:00:14.337","-2.848710E-3"
"0d 00:00:14.338","2.739336E-3"
"0d 00:00:14.339","6.624401E-3"
"0d 00:00:14.340","5.435884E-3"
"0d 00:00:14.341","358.082571E-6"
"0d 00:00:14.342","-4.003891E-3"
"0d 00:00:14.343","-3.722354E-3"
"0d 00:00:14.344","839.464373E-6"
"0d 00:00:14.345","5.317986E-3"
"0d 00:00:14.346","5.465506E-3"
"0d 00:00:14.347","1.057116E-3"
"0d 00:00:14.348","-3.968530E-3"
"0d 00:00:14.349","-5.036786E-3"
"0d 00:00:14.350","-1.167334E-3"
"0d 00:00:14.351","4.007183E-3"
"0d 00:00:14.352","5.667123E-3"
"0d 00:00:14.353","2.260739E-3"
"0d 00:00:14.354","-3.184006E-3"
"0d 00:00:14.355","-5.754048E-3"
"0d 00:00:14.356","-3.063914E-3"
"0d 00:00:14.357","2.439063E-3"
"0d 00:00:14.358","5.723414E-3"
"0d 00:00:14.359","3.846497E-3"
"0d 00:00:14.360","-1.467776E-3"
"0d 00:00:14.361","-5.386936E-3"
"0d 00:00:14.362","-4.293615E-3"
"0d 00:00:14.363","806.466427E-6"
"0d 00:00:14.364","5.200763E-3"
"0d 00:00:14.365","4.878295E-3"
"0d 00:00:14.366","117.813639E-6"
"0d 00:00:14.367","-4.825127E-3"
"0d 00:00:14.368","-5.503568E-3"
"0d 00:00:14.369","-1.338316E-3"
"0d 00:00:14.370","3.758812E-3"
"0d 00:00:14.371","5.051640E-3"
"0d 00:00:14.372","1.378065E-3"
"0d 00:00:14.373","-3.910299E-3"
"0d 00:00:14.374","-5.996005E-3"
"0d 00:00:14.375","-2.968802E-3"
"0d 00:00:14.376","2.308928E-3"
"0d 00:00:14.377","4.888084E-3"
"0d 00:00:14.378","2.362940E-3"
"0d 00:00:14.379","-3.036993E-3"
"0d 00:00:14.380","-6.456373E-3"
"0d 00:00:14.381","-4.734319E-3"
"0d 00:00:14.382","579.616096E-6"
"0d 00:00:14.383","4.592200E-3"
"0d 00:00:14.384","3.680917E-3"
"0d 00:00:14.385","-1.243120E-3"
"0d 00:00:14.386","-5.619441E-3"
"0d 00:00:14.387","-5.311235E-3"
"0d 00:00:14.388","-455.472928E-6"
"0d 00:00:14.389","4.594057E-3"
"0d 00:00:14.390","5.359508E-3"
"0d 00:00:14.391","1.301942E-3"
"0d 00:00:14.392","-3.810039E-3"
"0d 00:00:14.393","-5.265493E-3"
"0d 00:00:14.394","-1.684077E-3"
"0d 00:00:14.395","3.602262E-3"
"0d 00:00:14.396","5.683749E-3"
"0d 00:00:14.397","2.674268E-3"
"0d 00:00:14.398","-2.678150E-3"
"0d 00:00:14.399","-5.493609E-3"
"0d 00:00:14.400","-3.143582E-3"
"0d 00:00:14.401","2.239387E-3"
"0d 00:00:14.402","5.707041E-3"
"0d 00:00:14.403","4.111156E-3"
"0d 00:00:14.404","-1.095768E-3"
"0d 00:00:14.405","-5.195868E-3"
"0d 00:00:14.406","-4.385857E-3"
"0d 00:00:14.407","674.812217E-6"
"0d 00:00:14.408","5.387864E-3"
"0d 00:00:14.409","5.563656E-3"
"0d 00:00:14.410","1.230967E-3"
"0d 00:00:14.411","-3.495588E-3"
"0d 00:00:14.412","-4.087357E-3"
"0d 00:00:14.413","205.498718E-6"
"0d 00:00:14.414","5.517155E-3"
"0d 00:00:14.415","6.986112E-3"
"0d 00:00:14.416","3.234896E-3"
